"Indicador";"Periodo";"Valor";"Categoría 1";"Categoría 1-Valor";"Categoría 2";"Categoría 2-Valor";"Categoría 3";"Categoría 3-Valor";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"2.7";"Sexo y grupos de edad";"20-24";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"2.8";"Sexo y grupos de edad";"25-29";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"3.5";"Sexo y grupos de edad";"20-24";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"3.7";"Sexo y grupos de edad";"15-19";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"4.2";"Sexo y grupos de edad";"Total";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"4.4";"Sexo y grupos de edad";"25-29";"Redes sociales";"BeReal";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"4.5";"Sexo y grupos de edad";"25-29";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"4.5";"Sexo y grupos de edad";"Total";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"5";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"5.8";"Sexo y grupos de edad";"20-24";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"6.2";"Sexo y grupos de edad";"20-24";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"6.6";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"7.5";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"7.6";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"8.1";"Sexo y grupos de edad";"Total";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"8.6";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"9.2";"Sexo y grupos de edad";"15-19";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"11";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"12.3";"Sexo y grupos de edad";"Total";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"13.8";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"15.6";"Sexo y grupos de edad";"20-24";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"15.9";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"BeReal";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"18";"Sexo y grupos de edad";"25-29";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"18.1";"Sexo y grupos de edad";"15-19";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"20.3";"Sexo y grupos de edad";"25-29";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"22.2";"Sexo y grupos de edad";"20-24";"Redes sociales";"BeReal";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"22.7";"Sexo y grupos de edad";"Total";"Redes sociales";"BeReal";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"24.1";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"24.5";"Sexo y grupos de edad";"25-29";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"30";"Sexo y grupos de edad";"Hombres";"Redes sociales";"BeReal";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"30";"Sexo y grupos de edad";"Total";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"34";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"34.2";"Sexo y grupos de edad";"25-29";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"34.8";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"35.6";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"38.5";"Sexo y grupos de edad";"20-24";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"39.5";"Sexo y grupos de edad";"20-24";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"39.9";"Sexo y grupos de edad";"15-19";"Redes sociales";"BeReal";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"42.3";"Sexo y grupos de edad";"Total";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"49";"Sexo y grupos de edad";"15-19";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"50.2";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"51.8";"Sexo y grupos de edad";"25-29";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"52.2";"Sexo y grupos de edad";"Total";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"55.8";"Sexo y grupos de edad";"20-24";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"61";"Sexo y grupos de edad";"15-19";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"64.1";"Sexo y grupos de edad";"25-29";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"69.3";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"72.7";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"73.9";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"74.9";"Sexo y grupos de edad";"Total";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"75.4";"Sexo y grupos de edad";"25-29";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"77.2";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"78.4";"Sexo y grupos de edad";"15-19";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"78.7";"Sexo y grupos de edad";"15-19";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"79.2";"Sexo y grupos de edad";"Total";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"81.2";"Sexo y grupos de edad";"20-24";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"83.7";"Sexo y grupos de edad";"20-24";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"84.9";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"";"Sexo y grupos de edad";"15-19";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"";"Sexo y grupos de edad";"15-19";"Redes sociales";"Zoom, Meet.etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"";"Sexo y grupos de edad";"20-24";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"";"Sexo y grupos de edad";"20-24";"Redes sociales";"Zoom, Meet.etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"";"Sexo y grupos de edad";"25-29";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"";"Sexo y grupos de edad";"25-29";"Redes sociales";"Zoom, Meet.etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"";"Sexo y grupos de edad";"Hombres";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Zoom, Meet.etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Zoom, Meet.etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"";"Sexo y grupos de edad";"Total";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2023";"";"Sexo y grupos de edad";"Total";"Redes sociales";"Zoom, Meet.etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"0.6";"Sexo y grupos de edad";"15-19";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"0.7";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"1";"Sexo y grupos de edad";"25-29";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"1.9";"Sexo y grupos de edad";"15-19";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"2.5";"Sexo y grupos de edad";"Total";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"2.9";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"3";"Sexo y grupos de edad";"15-19";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"3.5";"Sexo y grupos de edad";"20-24";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"3.5";"Sexo y grupos de edad";"25-29";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"4.3";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"5.2";"Sexo y grupos de edad";"20-24";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"5.5";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"5.7";"Sexo y grupos de edad";"25-29";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"6.7";"Sexo y grupos de edad";"Total";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"6.9";"Sexo y grupos de edad";"20-24";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"7.6";"Sexo y grupos de edad";"Total";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"7.9";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"8.4";"Sexo y grupos de edad";"20-24";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"8.5";"Sexo y grupos de edad";"15-19";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"10.3";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"11.5";"Sexo y grupos de edad";"Total";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"12";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"12.8";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"13";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"13.4";"Sexo y grupos de edad";"15-19";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"13.6";"Sexo y grupos de edad";"Total";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"14.1";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"14.5";"Sexo y grupos de edad";"25-29";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"16.4";"Sexo y grupos de edad";"20-24";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"21.9";"Sexo y grupos de edad";"15-19";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"23.2";"Sexo y grupos de edad";"25-29";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"25.1";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"25.3";"Sexo y grupos de edad";"25-29";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"27.5";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"28.7";"Sexo y grupos de edad";"25-29";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"29.9";"Sexo y grupos de edad";"20-24";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"30.1";"Sexo y grupos de edad";"Total";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"34.3";"Sexo y grupos de edad";"Total";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"34.8";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"40";"Sexo y grupos de edad";"20-24";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"41.5";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"44.2";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"52.1";"Sexo y grupos de edad";"25-29";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"56.8";"Sexo y grupos de edad";"15-19";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"58.7";"Sexo y grupos de edad";"Total";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"61.6";"Sexo y grupos de edad";"20-24";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"61.6";"Sexo y grupos de edad";"25-29";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"62.1";"Sexo y grupos de edad";"15-19";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"69.2";"Sexo y grupos de edad";"25-29";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"69.6";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"72.1";"Sexo y grupos de edad";"Total";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"72.4";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"72.4";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"74.7";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"75.5";"Sexo y grupos de edad";"15-19";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"77.6";"Sexo y grupos de edad";"Total";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"78.8";"Sexo y grupos de edad";"20-24";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"81.3";"Sexo y grupos de edad";"15-19";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"81.9";"Sexo y grupos de edad";"20-24";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"83.1";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"95.6";"Sexo y grupos de edad";"15-19";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"96.6";"Sexo y grupos de edad";"Hombres";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"97.3";"Sexo y grupos de edad";"Total";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"98";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"98.1";"Sexo y grupos de edad";"25-29";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2022";"98.3";"Sexo y grupos de edad";"20-24";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"2.4";"Sexo y grupos de edad";"15-19";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"2.8";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"3.2";"Sexo y grupos de edad";"25-29";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"6.4";"Sexo y grupos de edad";"Total";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"6.6";"Sexo y grupos de edad";"15-19";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"7.9";"Sexo y grupos de edad";"15-19";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"8";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"8.1";"Sexo y grupos de edad";"20-24";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"8.8";"Sexo y grupos de edad";"20-24";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"9";"Sexo y grupos de edad";"25-29";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"9.9";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"10.3";"Sexo y grupos de edad";"25-29";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"11.4";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"11.7";"Sexo y grupos de edad";"25-29";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"13";"Sexo y grupos de edad";"Total";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"14.8";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"15.9";"Sexo y grupos de edad";"20-24";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"18";"Sexo y grupos de edad";"Total";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"20.3";"Sexo y grupos de edad";"20-24";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"21.7";"Sexo y grupos de edad";"25-29";"Redes sociales";"Zoom, Meet.etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"22.1";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"25.8";"Sexo y grupos de edad";"15-19";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"26.1";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Zoom, Meet.etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"26.2";"Sexo y grupos de edad";"15-19";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"26.2";"Sexo y grupos de edad";"20-24";"Redes sociales";"Zoom, Meet.etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"26.3";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"26.6";"Sexo y grupos de edad";"20-24";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"26.6";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"27";"Sexo y grupos de edad";"Total";"Redes sociales";"Zoom, Meet.etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"27.1";"Sexo y grupos de edad";"Total";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"27.4";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Twitch";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"27.9";"Sexo y grupos de edad";"Total";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"28.1";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Zoom, Meet.etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"28.3";"Sexo y grupos de edad";"Total";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"29.1";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"30.5";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"30.7";"Sexo y grupos de edad";"15-19";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"32.4";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"32.6";"Sexo y grupos de edad";"15-19";"Redes sociales";"Zoom, Meet.etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"32.6";"Sexo y grupos de edad";"25-29";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"33.7";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"34.8";"Sexo y grupos de edad";"20-24";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"37.2";"Sexo y grupos de edad";"Total";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"40.7";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"43.8";"Sexo y grupos de edad";"25-29";"Redes sociales";"Linkedin";"";"";
